user_id,id,transaction_date,item_count,amount
dc0f2d81-3962-4ded-bcc3-f7646305f03e,9462a4e4-7a08-43fe-9d0f-d65b6f1a05d4,06-04-2023 07:52:21,2.0,28.0
7d681dab-5d34-4f79-8080-17f5ae5c6327,b4d05008-dbe9-45e6-a6bf-b32988737421,06-06-2023 09:16:20,2.0,60.0
acd6ea8c-42f0-48c0-9c31-128237dbcc39,40df7b39-70ab-4af6-934b-6638b799202b,06-03-2023 08:02:04,1.0,39.0
dcc97a2c-8359-4982-8a13-79ef5e001c9e,aa7c221a-12ad-4ea7-ab5c-7c4dfe77b3de,06-04-2023 22:29:23,2.0,70.0
b4dd00c9-b0fb-478e-a828-c37ecf01b3a8,224f8d0c-c991-45cb-a304-7e7434211770,06-05-2023 04:37:13,1.0,27.0
c1e49eed-2b21-4fe7-8919-aaab68daf635,f805d313-dc8d-4d37-807a-695490d40345,06-01-2023 21:58:28,3.0,105.0
5f5bab1d-b08b-4005-aed3-c31f634abcb4,de6173d8-9fe0-4704-9ffa-5f7d88bc65ba,06-02-2023 05:33:33,3.0,63.0
77b4f313-5032-4855-b556-434cf613e5e5,153b35e7-7120-4ac9-89de-e4a9af918175,06-05-2023 11:04:34,3.0,63.0
5805a1aa-c8cb-42b6-a638-a58a1fb1837e,0da1c284-4801-4520-8a99-6023085e22f7,06-07-2023 00:57:17,2.0,50.0
a1418b5b-3a8c-456c-9eb1-29455b5d4642,e58a036a-8d5f-468c-9752-184a37b51047,06-02-2023 12:34:22,2.0,42.0
1275f2f3-a137-4fa5-b751-1e589b222bfd,2bd30057-a839-429f-9b0a-b52cb270f253,06-04-2023 10:13:52,2.0,42.0
5bbb4f8e-4db0-4daa-a4f0-c6a3b8e84b2b,852e5946-16a5-4daa-a1d8-1a3e020ef06a,06-05-2023 18:23:45,3.0,105.0
a4e589d8-2e54-4288-b452-50c9ded17d8b,ef0a450e-8f84-428c-96d3-5cc8010adcd0,06-04-2023 01:56:01,1.0,38.0
f828a22e-afea-4864-82dd-40e0f13f9b81,3cb90a6a-82e7-4517-8eee-f89b7a970160,06-04-2023 12:14:30,3.0,111.0
cac88fff-0114-4637-b560-123de3655254,fb16856e-7210-45e6-9060-986f2ff5b87f,06-09-2023 06:26:25,2.0,26.0
0205237f-22bd-4fd4-b06e-714797a37407,60acf0d6-7ae9-4d1a-bd9a-904a7d4f92ac,06-09-2023 04:21:00,1.0,17.0
,6bf23749-7bbb-4ac1-9d74-13e645e6ca88,06-03-2023 15:27:31,2.0,24.0
5788528d-4b2b-4222-a177-b3f6ad495553,ce526e2f-a52e-4dd8-b8bf-ba9d354dd858,06-01-2023 03:44:04,1.0,26.0
68eac5be-ba02-4b28-898b-f531b0e294f4,d9d53741-7527-4202-94d4-1b7874e1bd04,06-02-2023 06:40:19,1.0,23.0
8c6c0b33-1bb6-4739-8808-15fb5201d9e7,fe627d44-f67f-43f0-8520-6af3b429438b,06-01-2023 10:41:44,3.0,84.0
48c1e237-cf28-492f-ae17-29bed81b6de2,f41e9bf9-ca9e-4961-a82b-27a0fbdab618,06-04-2023 18:21:13,2.0,56.0
43790d45-bd05-4653-86f8-ba719ab963fc,796fae95-9ada-4e06-95cb-251700efd795,06-01-2023 07:48:47,1.0,19.0
fa7216be-c140-4542-8ddb-f739e32c9ea6,ffb1184a-e4d8-4410-9711-ddbf27bf079c,06-04-2023 02:45:47,2.0,54.0
30a9d0bc-afab-4b95-9db9-f662fd2d3da3,c040fce5-9919-4626-a9a3-16a9c8d87803,06-01-2023 19:12:34,3.0,81.0
12307e29-f81b-480d-a8d7-e099374e6637,48db3504-cb9f-404a-9db6-00106fade59e,06-01-2023 04:33:05,3.0,36.0
