user_id,id,transaction_date,item_count,amount
de1888e5-2ad8-4a2f-a781-2864c6a48594,73751f80-359b-444f-82a2-0e0111d071f1,06-02-2023 06:49:21,2.0,56.0
42aa4a40-e2a7-43a2-851f-0d56b9aef4b8,bc8332a6-23b2-49f4-bc4a-bcb07c0dcfcb,06-09-2023 20:33:00,2.0,26.0
f80c81f4-800e-4795-a68b-243fffac2fa7,f4130b10-fe4e-4497-8088-999db5e8a7ff,06-07-2023 03:37:24,1.0,18.0
39e38f10-7b54-48fb-b20b-a67cacd24837,dfe13e68-d831-425c-b9f4-46f0e49eb240,06-01-2023 20:41:58,2.0,30.0
fd69916d-cbbc-480e-9efc-2d9f3edcf419,bad22eca-6668-44e1-bedc-99efc76da244,06-04-2023 16:41:25,3.0,69.0
54b0b4a1-766e-4649-9256-3e055d141274,702c2a57-7692-4a00-b400-882b90eadde3,06-01-2023 16:51:35,2.0,56.0
ee503556-2824-4eac-a045-bd4e3d0bdbe7,,06-04-2023 21:23:07,1.0,37.0
4cc14df1-65ca-421e-a576-12d333e7b6e4,9bf909af-33d7-47e3-bfa9-01f1b6698bff,06-06-2023 01:36:08,2.0,22.0
60e0d87a-7211-489e-bbae-86959278ae35,083db369-0777-4c83-8b36-f8f44e401003,06-07-2023 01:14:48,3.0,108.0
c9bd0c6a-cd32-48e3-a8dc-3dad1b643988,72c89b45-6031-4968-8c2e-46c210e9b1b6,06-04-2023 18:50:54,2.0,46.0
465a82fe-d5e9-495c-8a4f-84f6dab69c21,4300a9e4-7b07-47db-aa99-2c20ec59242a,06-03-2023 16:56:33,3.0,81.0
d1835c5d-5659-41d6-b914-340680cebb3a,7feb7851-47da-4e90-bb7c-a5ebba5fdf7b,06-06-2023 08:22:25,2.0,46.0
a73b9938-5cae-4e00-b63b-3fca6a2b8b30,437446ae-4171-4d9b-bb5a-e31891665bf8,06-08-2023 16:14:53,1.0,12.0
a3e65a8a-6b0c-428a-a26a-85fd0ef073e2,13c88f6f-fbd4-4ce4-bec3-97a758948362,06-02-2023 14:21:04,2.0,42.0
3d183468-3271-4b2b-97a4-691eacfdc9f0,8f0f6b3f-a48e-41b0-94a7-80a31a18804d,06-03-2023 01:46:14,3.0,87.0
7e66c9bf-d900-4aa0-b629-2f45441c4eea,c761a06c-a1bf-4c0e-995b-c7c20435be56,06-03-2023 17:37:03,2.0,60.0
cde3490f-3eda-4192-a6f7-2e538a9aadd6,fdeefaa3-de5a-4fda-a335-c32baca21c98,06-01-2023 03:27:17,2.0,26.0
,292c21e1-f427-4be0-9c2e-162b6ed7e614,06-04-2023 10:13:28,3.0,66.0
0d6f38b8-03ac-4c7d-9bc6-8bd3814aabdb,5e25fd5d-6967-48a1-99ac-656e0e07e75f,06-07-2023 19:26:29,2.0,34.0
a4f9e82d-8335-4b31-96e0-4ce57b3724cc,fb479eeb-063a-45a3-9f42-c5259bbd1c5c,06-05-2023 03:12:45,2.0,70.0
d15bb245-79bd-4b47-84c6-4c3372b17eee,bf45fc2f-fead-4d84-9039-86b41e57f8cb,06-08-2023 10:18:46,2.0,34.0
bad2e32a-378a-4ef6-beb9-4805117d4629,e64015bd-5c95-428c-a710-7f24bbf224f7,06-02-2023 03:27:37,2.0,58.0
9bd16db8-81ec-4edb-a0c0-503708760305,9edda1c8-e81d-4a33-95b2-f6ae4368b7f5,06-09-2023 12:11:32,2.0,32.0
5624b800-8b75-49e7-80d8-95c7ae31eb06,91a58842-59c5-425e-8d7f-8fadd6708c78,06-01-2023 06:00:22,2.0,76.0
85303c66-fad9-4d39-8cd7-db3a3805cf5d,7d1ce69b-e6c5-43b4-87ca-a45d95acff85,06-06-2023 19:00:44,1.0,34.0
3ec399fc-5bc6-4932-83a2-7717d86b1e31,a7a42c03-665b-4f0d-aa11-81acacb63a69,06-04-2023 17:24:40,1.0,35.0
0a416d35-4f97-4a34-9d38-9b48f9492054,22570871-0eb9-4ff9-8167-dd21f146ce28,06-07-2023 01:55:11,2.0,56.0
7b4404af-35c4-43dc-964b-8b6f2e7dc608,d7788d10-474f-4d6e-be89-e2c9b863645f,06-09-2023 04:23:44,2.0,66.0
e98a9e05-c2a5-4d82-8e90-ecbaa8958100,9216b488-7924-4173-a74b-bb8cc3bf31c4,06-08-2023 17:15:32,3.0,51.0
1b3664ce-0376-4458-8159-302f6312ee8b,ce4773c1-9321-46c7-a0f3-2297767ed019,06-09-2023 08:34:25,2.0,64.0
c0f06742-fc0f-4207-900c-0cdf470518c9,3a1d46cb-c77c-4815-991a-5a47a7dbd239,06-07-2023 10:33:20,2.0,22.0
cf9a3c2e-fdc7-4a72-bf67-aeb76fb20e7a,bda63ac2-c282-4154-824e-6e83ddf19502,06-08-2023 07:22:13,3.0,87.0
05f3b6e4-c246-41fd-9d7e-9079c93fd234,a4c4ed91-f124-4b6f-9b2c-4730a04522cc,06-07-2023 17:05:12,3.0,33.0
68e375ce-89ba-4969-adf9-e47bc96aad57,2dbd85a0-2dbb-44da-9e53-bc54b116ea1b,06-06-2023 12:02:40,2.0,26.0
2dd6a9fd-d059-446f-a67f-1b839a2f4696,9d00c065-f626-4ded-aa4e-d0ad8f47d571,06-02-2023 01:39:16,2.0,80.0
7f799c24-993b-4748-9b4c-6ea55b33c48d,46cc6615-3535-4cf3-907f-83a961949313,06-03-2023 09:30:49,2.0,20.0
5fa319d3-3357-4a5e-a8d2-6b375a66bc9b,184dd10d-8689-4967-99ae-125090f497b8,06-09-2023 03:44:21,3.0,51.0
2255a2e5-dc83-432f-8586-ceab22d17cec,5835d4e7-2fd2-47e9-9336-c87ecbbc0d67,06-07-2023 20:50:59,2.0,72.0
8bd21eb7-c01a-4bf8-9834-ec9868ae9618,0183ecf9-fa8b-4dd7-a7e3-d5b41a40db78,06-09-2023 04:05:01,1.0,11.0
7ac65425-31f0-4df2-88de-ae47129306a6,7a7626bb-392b-4775-b792-94b31a08881c,06-08-2023 18:47:00,1.0,11.0
283af33b-8e6d-4a6c-ada0-d77f52bbaa16,dc641279-b5f3-4950-8ec3-885c5c606d78,06-08-2023 12:57:03,3.0,81.0
61864660-d8f1-4f6d-b6ef-0ad5b184870d,a8db6188-bdca-4b0b-bef5-d910cb43f21a,06-01-2023 15:02:24,2.0,34.0
,f4fec38c-76d7-4d1c-82fa-10f7bd60d73e,06-04-2023 15:41:57,2.0,22.0
e4afc781-21ed-467e-9c29-4ece7e448d84,d5caacdd-7595-4f03-8406-2f49a5881c5a,06-03-2023 19:14:46,2.0,32.0
5b21cb64-d223-43c4-a9f1-0d47d1191229,62f32fc5-6ec7-493d-b02a-385b0be629cb,06-03-2023 01:59:59,2.0,50.0
,d876a8e0-1679-4872-a89f-5d855dbdea82,06-01-2023 00:30:45,2.0,48.0
938005af-681e-4a00-a608-e7a9c122d113,b1684a2b-e7b1-4a2d-b457-7bcb1ae30140,06-02-2023 00:27:21,3.0,72.0
1463bc20-f400-459b-abae-433264914f07,3c97f25c-9b4b-421b-8603-f6235243f25f,06-04-2023 11:05:26,1.0,28.0
211900e0-c824-4ab4-96e0-e5b2893dfdbe,2fd89fd6-27c4-40de-8e08-06e62ef19010,06-01-2023 08:04:20,1.0,39.0
c3168577-4a77-41c0-9217-ff3254979290,6fc0db63-2f7b-414b-ae4c-a5ccd1c30b7b,06-05-2023 07:49:29,2.0,58.0
f7062716-6039-495c-8bc3-17128581e825,b2cf8dcc-b8b1-46d0-9f01-381044801b28,06-05-2023 12:07:59,3.0,57.0
e900125c-8d51-4a05-b030-2745ce9d7c77,1e4fc347-5fa9-4bf6-a0bf-3d836813999f,06-01-2023 03:16:08,1.0,19.0
b97e8cb4-a929-41b3-91ad-60fed3613bb4,b78a99a1-10ff-47cc-abd7-2f2cae3adf6e,06-07-2023 01:11:49,2.0,20.0
25d7e0c1-bfda-401e-8c32-c5002980916c,1f6beca5-57d3-47af-98fe-82cc56c848ed,06-02-2023 19:58:28,2.0,40.0
d0e62040-757a-4fba-8b2c-c6914853c032,801f3c90-24f5-42fc-ae11-f72c7ebe963e,06-01-2023 15:13:20,2.0,52.0
e9d79ade-a4df-4dfd-8a5f-8be0222579af,c47d2fdd-da38-4f5e-8601-4c5629c1d52d,06-04-2023 20:46:08,2.0,40.0
4964d080-9bd3-4ae0-bca3-f073d6646cce,72a056c9-6f23-4ebf-9e90-dc63c1472e23,06-01-2023 12:22:32,3.0,102.0
1f849772-e0cf-47a0-8dac-6fa0bc6cb493,16fa7ded-0cfb-4c33-94cd-311c71de3690,06-05-2023 01:45:57,2.0,36.0
0721898e-0dd2-4da2-ab51-14c8e7ded64d,74925e40-19cc-448b-9c06-fbded628095f,06-08-2023 10:47:23,2.0,80.0
ebe89bc1-f8c0-4a01-b5b5-e13515780a31,15422892-0047-4baf-bce8-d4e214b40b6e,06-03-2023 14:19:12,2.0,32.0
4e1195f9-a438-43cd-bb40-d6bb27e569e0,1289fa24-e7f4-46b1-9c98-f28325bfcf66,06-01-2023 11:07:12,3.0,90.0
8147e8fd-6501-4fce-95aa-2895186d0d35,4b417f41-766f-4c8a-a02d-7805818d872e,06-04-2023 17:40:54,2.0,72.0
69865aab-5095-40ea-a198-153b1061192e,99621594-a75b-430f-8634-224c626815b4,06-01-2023 05:34:07,3.0,36.0
851b38f8-7b7b-46be-979a-aebeeedb87ef,73d148c0-e582-4770-8931-a432b00b9428,06-08-2023 21:53:56,1.0,19.0
c3bdd508-2048-4830-a2b7-b4f0a4728c20,2f310700-26c1-424a-be86-da1c37ceef76,06-06-2023 10:08:37,3.0,30.0
c44360e8-85d3-4cf3-b783-a6765e6352ec,b38da751-63a8-44ef-96af-7b4c57ff0b6e,06-07-2023 18:04:50,1.0,29.0
134acb41-7267-4d47-8e0e-fa63b7d73bee,d0492d30-e4e7-407b-860d-729fe5cf0f33,06-02-2023 23:12:03,2.0,72.0
ea1e5402-f5d3-477b-a01c-dea6b53c5513,c84424f9-2c66-4bcc-b028-ba6c55bab906,06-05-2023 11:41:25,2.0,50.0
caaf34a2-e862-4190-b893-80e13b63b59f,8994e688-81b7-48d5-bf49-c899f9e28f7e,06-04-2023 06:26:17,2.0,70.0
382cefd1-e605-4463-a803-eff318ee0528,e96b7dd2-df91-46cd-a4a8-29a3daf018c1,06-09-2023 16:57:00,3.0,99.0
