user_id,id,transaction_date,item_count,amount
008f03bb-81c2-4166-8ac1-375460112630,d7c808b6-acf0-4a43-80be-b0c8b3bb90d7,06-01-2023 13:53:56,3.0,93.0
838fd20a-c86f-4d00-9a7a-230a43cda708,9a9849ce-3af7-4faf-8fe9-f8ac177aeb75,06-02-2023 09:01:51,2.0,80.0
01060e4a-77b9-4b56-9766-1cd1605248a7,83d9b5a3-9d35-48bf-98d1-8d95b0e86400,06-03-2023 04:12:09,2.0,30.0
96b2143b-2ebc-4a00-8398-b2b28dc783e3,d0bcf6ac-87a1-4fd9-9747-ba11f314af28,06-06-2023 00:25:29,1.0,11.0
7e1ebac7-e899-4db7-8531-b782545ff93a,c0d85275-988a-489d-b287-25485acf9b36,06-02-2023 22:52:28,2.0,46.0
b4a5815c-3087-4640-a1c1-47c9fcdacae6,9b2373cb-1459-4c79-ad38-5a2fb684f741,06-06-2023 13:52:01,2.0,22.0
366392f2-2f9a-4622-b8c6-519d89362842,0215bc55-49f6-48a7-98bb-6b1505a6fbe0,06-05-2023 19:31:34,3.0,114.0
7aa59392-6acf-4b2d-9f52-bdf3bbd5523d,26f52a18-fa65-45ee-9026-0ba80d980821,06-09-2023 00:39:02,3.0,78.0
3bbfeacb-6f59-4d1f-82f2-4d230653c94d,5fb2bc2d-250c-44bd-aaa1-fb8ad3cdf9bf,06-05-2023 22:37:31,2.0,30.0
e79b21dd-895b-42d0-bcdd-ec205fab9aa3,eea4bc16-81a0-43b5-a32e-0734bdc6f3ca,06-09-2023 13:38:15,3.0,93.0
293a3c4b-32dd-40c4-b8da-ad2f53f12132,45ff17c6-6d81-4ab8-a330-451660a2afad,06-06-2023 23:49:15,3.0,99.0
ef8ca846-4cda-435d-b8d4-0b985b89aff2,5d5d5b3b-6978-4c86-a3e2-78f9293878a8,06-07-2023 07:05:23,3.0,105.0
49338478-6435-4a08-88f9-17ca01218f82,7a1faacb-7cd5-4aa0-a3f4-44d02d2d0270,06-07-2023 18:32:57,2.0,26.0
3e65edbb-ae5e-4a26-8605-aedcbb6f7227,c8bfe642-3788-47d6-958c-e64afcbe8b7f,06-06-2023 18:53:12,1.0,29.0
cca32a76-2940-49e0-be22-c6b724205172,5d74cab7-53f5-409b-8f88-ee8cc1aa5fb8,06-09-2023 08:00:56,3.0,39.0
4dd2063f-c207-46b7-bd29-ce36b99411da,130633b7-847b-49af-ae28-4a763afd52cc,06-06-2023 15:13:29,1.0,13.0
62f65859-61d8-4f4a-8cb5-3d446b056d57,6c8f3f3d-e74f-4208-9ab8-65f9bdffdbe3,06-07-2023 13:20:08,2.0,72.0
f556b7e3-6f02-43c7-8c57-2c9ee502d59b,5a39c38b-6191-4c2f-a830-a3c0fa2dd8e5,06-03-2023 14:51:57,3.0,48.0
3c473e52-1e32-43b3-97ed-69a8c8f7bf59,5afb7c2d-3a36-4260-a50f-4590418b3e0e,06-02-2023 18:21:23,1.0,23.0
12d9dea0-890c-4fa7-a321-ae4b2fc26d85,,06-08-2023 13:13:32,1.0,27.0
3509d196-f8e0-49d0-9106-b78eb99a51de,9c53d1d6-12e9-46d6-8c5b-dc665a16b804,06-05-2023 10:19:40,2.0,40.0
a226d33c-4fab-42b1-87c6-96f91fdbafad,037c77c7-c135-4452-9f2b-8fa7459be6da,06-01-2023 13:38:32,1.0,28.0
2b6388b9-ee85-496e-b623-2da2b489e109,ac2ff40e-4136-4cbb-97c9-0621423ab99e,06-08-2023 03:00:24,1.0,27.0
aad0f5f3-6905-4fc6-b37f-de272b089988,c5235f62-07ab-4236-9546-f9ce1404fe24,06-02-2023 15:12:58,1.0,15.0
cd78c59b-eb23-44ec-8b4c-9ead91da285c,6bde3d72-475e-4ea4-9af5-797a7b458bdf,06-02-2023 01:56:59,1.0,40.0
db827023-922d-42fd-8ba6-43231552440e,0aff6137-6179-4d2c-a747-979c33e98e89,06-01-2023 15:07:39,1.0,15.0
43473008-aa55-48a7-af8e-c4f5b6887c3b,6e53f2b3-07c2-4c2b-9f84-fcb73766e91a,06-05-2023 00:25:36,2.0,38.0
7e04695e-4b29-4e39-bdf9-ff935fe1f31f,3cde1a70-3452-49f0-a7d1-1d4c9d6ecf92,06-05-2023 23:06:20,2.0,42.0
8c31019e-6d6f-4a6b-86a2-32e1a43561d2,6dc4576b-33dc-4872-8181-d7448970cfa3,06-09-2023 08:00:00,2.0,54.0
66d53b2b-a6bc-4fa8-9aa9-c77b4a5229cb,40b32967-9fcc-4619-8058-19935984855b,06-09-2023 19:19:21,1.0,22.0
5db3679b-ac29-4d1e-8739-4f54c58805dc,30033fb5-60e8-4bd5-9123-c94f93870943,06-01-2023 00:09:33,3.0,48.0
1e284222-9e53-4ac5-9d96-2aad9aa96450,9576298c-f6fc-4a72-9010-7a0945a089a5,06-05-2023 06:31:02,3.0,51.0
def427ec-6cac-4b3f-a294-b4fcc44f86c1,7323803b-4006-419c-97c8-be96264121d6,06-03-2023 15:06:06,2.0,44.0
7aad82a7-4bec-4f19-9ded-4e5d7f01930f,03245140-0a89-4ec8-b816-5f9362ec9b92,06-08-2023 13:44:35,2.0,46.0
4d090bba-9a42-41e5-843c-0ce575fe0a16,47746f4b-bced-469f-8aa5-566e19e631ef,06-04-2023 08:39:25,3.0,36.0
